buffs.snowball,buffs.spookySparkles,buffs.shinySeed,buffs.seafoam,buffs.str,buffs.int,buffs.per,buffs.con,buffs.stealth,buffs.streaks,training.int,training.per,training.str,training.con,hp,mp,exp,gp,lvl,class,points,str,con,int,per,toNextLevel,maxHealth,maxMP
False,False,False,False,0,0,0,0,0,False,0,0,0,0,42,0,0,0,1,warrior,1,0,0,0,0,25,50,30
