ultimateGearSets.healer,ultimateGearSets.wizard,ultimateGearSets.rogue,ultimateGearSets.warrior,streak,challenges,perfect,createdTask,completedTask,purchasedEquipment
False,False,False,False,0,[],0,True,True,True
